        4	2024-07-01 07:41:54	1	0	1	0
        4	2024-07-01 17:41:54	1	0	1	0
       13	2024-07-01 07:48:39	1	0	1	0
       16	2024-07-01 08:05:44	1	0	1	0
       14	2024-07-01 08:33:44	1	0	1	0
        6	2024-07-01 08:50:12	1	0	1	0
       11	2024-07-01 09:04:29	1	0	1	0
       15	2024-07-01 09:17:38	1	0	1	0
        1	2024-07-01 09:20:43	1	0	1	0
       12	2024-07-01 09:30:21	1	0	1	0
       22	2024-07-01 09:35:21	1	0	1	0
        9	2024-07-01 09:42:44	1	0	1	0
        7	2024-07-01 09:54:43	1	0	1	0
        7	2024-07-01 09:54:44	1	0	1	0
        3	2024-07-01 10:00:28	1	0	1	0
       21	2024-07-01 10:04:28	1	0	16	0
       21	2024-07-01 10:04:30	1	0	16	0
       10	2024-07-01 10:15:52	1	0	1	0
       19	2024-07-01 14:06:37	1	0	1	0
        9	2024-07-01 15:46:01	1	0	1	0
        1	2024-07-01 17:33:39	1	0	1	0
       13	2024-07-01 17:34:46	1	0	1	0
       14	2024-07-01 18:04:57	1	0	1	0
       12	2024-07-01 18:53:13	1	1	1	0
       15	2024-07-01 18:55:20	1	1	1	0
       19	2024-07-01 18:56:52	1	1	1	0
        7	2024-07-01 19:13:48	1	1	1	0
        7	2024-07-01 19:13:50	1	1	1	0
       24	2024-07-01 19:13:55	1	1	1	0
       11	2024-07-01 19:14:05	1	1	1	0
        4	2024-07-01 19:14:15	1	1	1	0
       21	2024-07-01 19:34:41	1	1	16	0
       21	2024-07-01 19:34:43	1	1	16	0
        6	2024-07-01 20:34:12	1	1	1	0
       16	2024-07-01 20:34:17	1	1	1	0
        3	2024-07-01 20:34:27	1	1	1	0
       13	2024-07-02 07:50:00	1	1	1	0
       16	2024-07-02 07:52:07	1	0	1	0
       17	2024-07-02 08:10:04	1	0	1	0
        4	2024-07-02 08:21:01	1	0	1	0
       14	2024-07-02 08:24:42	1	0	1	0
       22	2024-07-02 08:40:53	1	0	1	0
        6	2024-07-02 08:55:19	1	0	1	0
       12	2024-07-02 09:05:49	1	0	1	0
       12	2024-07-02 09:05:52	1	0	1	0
       15	2024-07-02 09:12:00	1	0	1	0
       18	2024-07-02 09:24:44	1	0	1	0
       11	2024-07-02 09:31:43	1	0	1	0
       24	2024-07-02 09:31:47	1	0	1	0
       23	2024-07-02 09:51:08	1	0	1	0
       10	2024-07-02 09:53:48	1	0	1	0
        7	2024-07-02 09:53:51	1	0	1	0
        1	2024-07-02 09:59:08	1	0	1	0
       21	2024-07-02 10:00:45	1	0	16	0
       21	2024-07-02 10:00:47	1	0	1	0
        3	2024-07-02 10:08:31	1	0	1	0
       19	2024-07-02 10:31:59	1	0	1	0
        3	2024-07-02 16:30:52	1	0	1	0
       13	2024-07-02 16:30:57	1	0	1	0
        6	2024-07-02 16:31:01	1	0	1	0
        1	2024-07-02 16:31:27	1	0	1	0
       11	2024-07-02 16:35:51	1	0	1	0
       11	2024-07-02 16:36:02	1	1	1	0
       12	2024-07-02 16:36:06	1	1	1	0
       15	2024-07-02 16:36:08	1	1	1	0
       21	2024-07-02 16:57:27	1	1	16	0
       16	2024-07-02 17:50:28	1	1	1	0
        9	2024-07-02 18:16:32	1	1	1	0
       24	2024-07-02 18:33:15	1	1	1	0
       10	2024-07-02 18:44:25	1	1	1	0
        4	2024-07-02 20:38:22	1	1	1	0
        4	2024-07-02 20:47:32	1	1	1	0
       13	2024-07-03 07:35:54	1	1	16	0
       13	2024-07-03 07:35:56	1	1	1	0
       16	2024-07-03 08:18:42	1	0	1	0
        4	2024-07-03 08:50:01	1	0	1	0
        6	2024-07-03 08:59:15	1	0	1	0
       12	2024-07-03 09:07:13	1	0	1	0
        3	2024-07-03 09:13:57	1	0	1	0
       15	2024-07-03 09:14:01	1	0	1	0
       11	2024-07-03 09:21:21	1	0	1	0
        7	2024-07-03 09:48:33	1	0	1	0
       24	2024-07-03 10:02:18	1	0	1	0
       18	2024-07-03 10:21:39	1	0	1	0
       21	2024-07-03 12:10:51	1	0	16	0
       21	2024-07-03 12:10:53	1	0	16	0
       10	2024-07-03 13:02:25	1	0	1	0
       13	2024-07-03 17:42:34	1	0	1	0
       14	2024-07-03 18:04:50	1	0	1	0
       15	2024-07-03 18:08:04	1	0	1	0
       15	2024-07-03 18:08:26	1	1	1	0
       12	2024-07-03 18:18:35	1	1	1	0
       24	2024-07-03 18:21:47	1	1	1	0
       22	2024-07-03 18:47:02	1	1	1	0
        3	2024-07-03 18:48:45	1	1	1	0
       11	2024-07-03 19:03:29	1	1	1	0
        7	2024-07-03 19:03:34	1	1	1	0
        4	2024-07-03 19:04:11	1	1	1	0
        6	2024-07-03 19:44:20	1	1	1	0
       10	2024-07-03 19:44:30	1	1	1	0
        1	2024-07-03 19:44:34	1	1	1	0
       16	2024-07-03 19:44:39	1	1	1	0
       13	2024-07-04 07:44:20	1	1	1	0
       16	2024-07-04 08:20:51	1	0	1	0
       14	2024-07-04 08:25:17	1	0	1	0
        6	2024-07-04 08:55:56	1	0	1	0
       11	2024-07-04 09:02:32	1	0	1	0
        4	2024-07-04 09:11:47	1	0	1	0
        3	2024-07-04 09:32:01	1	0	1	0
        5	2024-07-04 09:49:25	1	0	1	0
       24	2024-07-04 09:51:33	1	0	1	0
        7	2024-07-04 10:03:08	1	0	1	0
       23	2024-07-04 12:28:50	1	0	1	0
       19	2024-07-04 16:22:52	1	0	1	0
       13	2024-07-04 17:13:39	1	0	1	0
        5	2024-07-04 18:04:18	1	0	1	0
       14	2024-07-04 18:20:58	1	0	1	0
        6	2024-07-04 18:28:59	1	0	1	0
       12	2024-07-04 18:34:09	1	1	1	0
       23	2024-07-04 18:35:41	1	1	1	0
        4	2024-07-04 18:39:43	1	1	1	0
        7	2024-07-04 18:44:06	1	1	1	0
       11	2024-07-04 18:44:10	1	1	1	0
       11	2024-07-04 18:44:12	1	1	1	0
       24	2024-07-04 18:49:56	1	1	16	0
       24	2024-07-04 18:49:57	1	1	1	0
       24	2024-07-04 18:49:58	1	1	16	0
        3	2024-07-04 18:52:00	1	1	1	0
       16	2024-07-04 19:25:05	1	1	1	0
        1	2024-07-04 19:25:08	1	1	1	0
       13	2024-07-05 07:39:02	1	1	1	0
       16	2024-07-05 08:17:28	1	0	1	0
       15	2024-07-05 08:46:32	1	0	1	0
        6	2024-07-05 08:50:53	1	0	1	0
       11	2024-07-05 09:22:58	1	0	1	0
       12	2024-07-05 09:32:48	1	0	1	0
        1	2024-07-05 09:33:16	1	0	1	0
       24	2024-07-05 09:35:23	1	0	1	0
        7	2024-07-05 09:38:23	1	0	1	0
        3	2024-07-05 09:53:53	1	0	1	0
       22	2024-07-05 10:30:32	1	0	1	0
       21	2024-07-05 10:36:37	1	0	16	0
       19	2024-07-05 12:01:22	1	0	1	0
       14	2024-07-05 12:39:39	1	0	1	0
       13	2024-07-05 17:03:21	1	0	1	0
       15	2024-07-05 17:35:04	1	1	1	0
       21	2024-07-05 17:48:02	1	1	16	0
       21	2024-07-05 17:48:04	1	1	16	0
       14	2024-07-05 17:48:05	1	1	1	0
       24	2024-07-05 18:18:57	1	1	1	0
        6	2024-07-05 18:19:17	1	1	1	0
       11	2024-07-05 18:27:34	1	1	1	0
        7	2024-07-05 18:27:49	1	1	1	0
        7	2024-07-05 18:27:51	1	1	1	0
        1	2024-07-05 18:59:22	1	1	1	0
       16	2024-07-05 19:00:10	1	1	1	0
        3	2024-07-05 19:00:14	1	1	1	0
        4	2024-07-05 20:36:59	1	1	1	0
        4	2024-07-05 20:37:08	1	1	1	0
       12	2024-07-05 21:15:15	1	1	1	0
       17	2024-07-08 07:16:06	1	0	1	0
       16	2024-07-08 08:03:07	1	0	1	0
       13	2024-07-08 08:04:23	1	0	1	0
       14	2024-07-08 08:19:53	1	0	1	0
        4	2024-07-08 08:35:43	1	0	1	0
        2	2024-07-08 08:46:22	1	0	1	0
        6	2024-07-08 09:01:38	1	0	1	0
       18	2024-07-08 09:17:31	1	0	1	0
       12	2024-07-08 09:17:35	1	0	1	0
        8	2024-07-08 09:27:25	1	0	1	0
        7	2024-07-08 09:27:28	1	0	1	0
       24	2024-07-08 09:35:49	1	0	1	0
       21	2024-07-08 09:36:39	1	0	16	0
        9	2024-07-08 09:38:55	1	0	1	0
       11	2024-07-08 09:39:00	1	0	1	0
        3	2024-07-08 10:08:01	1	0	1	0
       23	2024-07-08 10:50:37	1	0	1	0
        1	2024-07-08 10:50:43	1	0	1	0
       10	2024-07-08 11:11:35	1	0	1	0
       19	2024-07-08 13:52:26	1	0	1	0
       13	2024-07-08 17:29:10	1	0	1	0
       14	2024-07-08 18:10:12	1	0	1	0
       11	2024-07-08 18:13:47	1	1	1	0
       24	2024-07-08 18:16:40	1	1	1	0
        7	2024-07-08 18:24:50	1	1	1	0
       12	2024-07-08 18:24:54	1	1	1	0
       18	2024-07-08 18:33:58	1	1	1	0
       23	2024-07-08 18:34:04	1	1	1	0
        8	2024-07-08 19:00:30	1	1	1	0
       21	2024-07-08 19:00:35	1	1	16	0
       21	2024-07-08 19:00:37	1	1	16	0
        2	2024-07-08 19:25:52	1	1	1	0
        6	2024-07-08 19:25:55	1	1	1	0
        9	2024-07-08 19:35:05	1	1	1	0
        3	2024-07-08 19:46:06	1	1	1	0
       10	2024-07-08 19:46:10	1	1	1	0
        4	2024-07-08 19:51:01	1	1	1	0
        1	2024-07-08 20:07:11	1	1	1	0
       16	2024-07-08 20:07:15	1	1	1	0
       13	2024-07-09 07:57:23	1	1	1	0
        4	2024-07-09 08:06:32	1	0	1	0
       14	2024-07-09 08:27:28	1	0	1	0
       16	2024-07-09 08:33:09	1	0	1	0
        6	2024-07-09 08:58:17	1	0	1	0
       15	2024-07-09 09:05:25	1	0	1	0
        9	2024-07-09 09:14:41	1	0	1	0
        7	2024-07-09 09:17:46	1	0	1	0
        5	2024-07-09 09:17:49	1	0	1	0
       24	2024-07-09 09:23:34	1	0	16	0
       18	2024-07-09 09:36:10	1	0	1	0
        3	2024-07-09 09:53:32	1	0	1	0
       19	2024-07-09 10:09:30	1	0	1	0
        1	2024-07-09 12:25:23	1	0	1	0
        9	2024-07-09 17:06:09	1	0	1	0
       13	2024-07-09 17:12:04	1	0	1	0
        7	2024-07-09 17:26:25	1	1	1	0
       15	2024-07-09 17:26:33	1	1	1	0
        5	2024-07-09 17:49:35	1	1	1	0
       14	2024-07-09 17:49:50	1	1	1	0
       24	2024-07-09 18:03:58	1	1	1	0
       12	2024-07-09 18:17:05	1	1	1	0
        4	2024-07-09 18:19:43	1	1	1	0
        6	2024-07-09 18:42:29	1	1	1	0
        3	2024-07-09 18:44:34	1	1	1	0
       16	2024-07-09 19:33:24	1	1	1	0
        1	2024-07-09 19:33:27	1	1	1	0
        4	2024-07-10 07:50:40	1	0	1	0
       13	2024-07-10 07:55:06	1	0	1	0
       16	2024-07-10 08:17:09	1	0	1	0
       14	2024-07-10 08:29:44	1	0	1	0
       11	2024-07-10 09:22:25	1	0	1	0
        9	2024-07-10 09:27:40	1	0	1	0
        5	2024-07-10 09:35:36	1	0	1	0
        3	2024-07-10 09:53:45	1	0	1	0
        1	2024-07-10 09:56:12	1	0	1	0
       21	2024-07-10 10:27:55	1	0	16	0
       21	2024-07-10 10:27:57	1	0	16	0
       22	2024-07-10 11:00:37	1	0	1	0
       18	2024-07-10 11:24:53	1	0	1	0
        7	2024-07-10 14:15:07	1	0	1	0
       15	2024-07-10 14:15:11	1	0	1	0
        9	2024-07-10 17:14:48	1	0	1	0
       13	2024-07-10 17:27:50	1	0	1	0
       24	2024-07-10 18:01:27	1	0	1	0
       15	2024-07-10 18:01:59	1	0	1	0
       15	2024-07-10 18:02:07	1	1	1	0
       14	2024-07-10 18:10:46	1	1	1	0
       21	2024-07-10 18:10:52	1	1	16	0
       21	2024-07-10 18:10:54	1	1	16	0
       12	2024-07-10 18:13:10	1	1	1	0
        7	2024-07-10 18:48:26	1	1	1	0
       11	2024-07-10 18:48:32	1	1	1	0
       19	2024-07-10 18:54:51	1	1	1	0
        4	2024-07-10 19:28:23	1	1	1	0
        4	2024-07-10 19:28:25	1	1	16	0
        1	2024-07-10 19:37:36	1	1	1	0
       16	2024-07-10 19:37:43	1	1	1	0
        3	2024-07-10 19:37:46	1	1	1	0
       15	2024-07-13 10:11:16	1	1	1	0
       15	2024-07-13 10:14:33	1	0	1	0
       13	2024-07-15 08:08:04	1	0	1	0
       16	2024-07-15 08:17:10	1	0	1	0
        4	2024-07-15 08:24:59	1	0	1	0
        6	2024-07-15 08:50:18	1	0	1	0
        2	2024-07-15 08:57:50	1	0	1	0
        1	2024-07-15 08:59:25	1	0	1	0
       24	2024-07-15 09:23:43	1	0	1	0
       15	2024-07-15 09:25:17	1	0	1	0
        3	2024-07-15 09:30:46	1	0	1	0
       12	2024-07-15 09:40:20	1	0	1	0
       19	2024-07-15 09:58:53	1	0	1	0
       23	2024-07-15 11:55:16	1	0	1	0
       10	2024-07-15 12:25:00	1	0	1	0
       25	2024-07-15 17:04:42	1	0	16	0
       25	2024-07-15 17:04:44	1	0	16	0
       25	2024-07-15 17:04:53	1	0	1	0
       13	2024-07-15 17:13:34	1	0	1	0
       12	2024-07-15 18:32:03	1	1	1	0
       19	2024-07-15 18:43:03	1	1	1	0
       24	2024-07-15 19:02:01	1	1	1	0
       10	2024-07-15 19:07:04	1	1	1	0
       23	2024-07-15 19:13:09	1	1	1	0
        2	2024-07-15 19:13:59	1	1	1	0
        3	2024-07-15 19:14:01	1	1	1	0
        6	2024-07-15 19:14:32	1	1	1	0
        9	2024-07-15 19:18:20	1	1	1	0
        1	2024-07-15 19:34:00	1	1	1	0
       16	2024-07-15 19:34:40	1	1	1	0
        4	2024-07-15 20:01:36	1	1	1	0
        4	2024-07-16 06:03:56	1	0	1	0
       17	2024-07-16 07:00:57	1	0	1	0
       13	2024-07-16 07:49:41	1	0	1	0
       14	2024-07-16 08:19:36	1	0	1	0
       18	2024-07-16 08:44:34	1	0	1	0
       25	2024-07-16 08:44:39	1	0	1	0
        6	2024-07-16 08:52:06	1	0	1	0
        2	2024-07-16 08:52:08	1	0	1	0
        1	2024-07-16 09:07:29	1	0	1	0
       12	2024-07-16 09:15:15	1	0	1	0
        9	2024-07-16 09:26:22	1	0	1	0
       15	2024-07-16 09:28:19	1	0	1	0
       11	2024-07-16 09:35:26	1	0	1	0
       22	2024-07-16 09:53:51	1	0	1	0
       19	2024-07-16 10:03:55	1	0	1	0
        3	2024-07-16 10:09:00	1	0	16	0
        3	2024-07-16 10:09:02	1	0	16	0
       16	2024-07-16 13:18:19	1	0	1	0
       25	2024-07-16 16:50:13	1	1	1	0
       11	2024-07-16 17:06:58	1	1	1	0
       15	2024-07-16 17:07:08	1	1	1	0
       12	2024-07-16 17:17:12	1	1	1	0
       24	2024-07-16 17:18:08	1	1	1	0
       13	2024-07-16 17:18:28	1	1	1	0
        2	2024-07-16 18:39:18	1	1	1	0
        3	2024-07-16 18:39:24	1	1	1	0
       10	2024-07-16 18:40:34	1	1	1	0
       14	2024-07-16 18:41:39	1	1	1	0
       18	2024-07-16 18:42:41	1	1	1	0
        1	2024-07-16 18:47:54	1	1	1	0
        6	2024-07-16 18:48:03	1	1	1	0
       16	2024-07-16 18:48:56	1	1	1	0
       19	2024-07-16 18:55:01	1	1	1	0
        4	2024-07-16 18:59:17	1	1	1	0
       14	2024-07-17 07:31:24	1	1	1	0
       13	2024-07-17 07:41:27	1	1	1	0
       25	2024-07-17 08:20:24	1	1	1	0
       16	2024-07-17 08:25:11	1	0	1	0
        4	2024-07-17 08:40:13	1	0	1	0
        2	2024-07-17 08:52:36	1	0	1	0
        6	2024-07-17 09:00:04	1	0	1	0
       12	2024-07-17 09:04:45	1	0	1	0
        1	2024-07-17 09:13:53	1	0	1	0
       15	2024-07-17 09:13:58	1	0	1	0
       11	2024-07-17 09:32:42	1	0	1	0
       24	2024-07-17 09:34:49	1	0	1	0
       18	2024-07-17 10:22:46	1	0	1	0
       10	2024-07-17 10:48:41	1	0	1	0
       22	2024-07-17 10:48:43	1	0	1	0
        9	2024-07-17 11:53:28	1	0	1	0
       25	2024-07-17 16:52:44	1	1	1	0
       11	2024-07-17 17:07:19	1	1	1	0
       15	2024-07-17 17:07:27	1	1	1	0
       13	2024-07-17 17:07:31	1	1	1	0
       18	2024-07-17 17:49:25	1	1	1	0
       12	2024-07-17 17:59:36	1	1	1	0
       12	2024-07-17 17:59:38	1	1	1	0
       24	2024-07-17 17:59:49	1	1	1	0
       14	2024-07-17 18:05:44	1	1	1	0
        2	2024-07-17 18:06:06	1	1	16	0
        2	2024-07-17 18:06:08	1	1	16	0
       16	2024-07-17 18:38:21	1	1	1	0
        6	2024-07-17 18:38:27	1	1	1	0
       10	2024-07-17 18:58:12	1	1	1	0
        9	2024-07-17 18:58:17	1	1	1	0
        4	2024-07-17 19:50:17	1	1	1	0
       13	2024-07-18 07:50:14	1	1	1	0
       14	2024-07-18 08:00:40	1	1	1	0
        3	2024-07-18 08:40:33	1	1	1	0
        4	2024-07-18 08:43:09	1	0	1	0
       12	2024-07-18 08:45:10	1	0	1	0
        2	2024-07-18 09:05:52	1	0	16	0
        2	2024-07-18 09:05:53	1	0	16	0
        6	2024-07-18 09:05:58	1	0	1	0
       16	2024-07-18 09:14:05	1	0	1	0
        1	2024-07-18 09:21:02	1	0	1	0
       15	2024-07-18 09:22:50	1	0	1	0
        9	2024-07-18 09:44:09	1	0	1	0
       24	2024-07-18 09:56:30	1	0	1	0
       10	2024-07-18 11:38:24	1	0	1	0
       13	2024-07-18 17:14:18	1	0	1	0
        9	2024-07-18 18:26:42	1	0	1	0
       11	2024-07-18 18:36:36	1	0	1	0
        2	2024-07-18 18:38:11	1	0	16	0
        2	2024-07-18 18:38:13	1	0	16	0
        3	2024-07-18 18:38:26	1	1	1	0
       14	2024-07-18 18:40:22	1	1	1	0
       24	2024-07-18 18:40:37	1	1	1	0
        4	2024-07-18 18:40:50	1	1	16	0
        6	2024-07-18 18:47:20	1	1	1	0
       12	2024-07-18 18:54:39	1	1	1	0
       10	2024-07-18 18:56:14	1	1	1	0
        1	2024-07-18 19:03:10	1	1	1	0
       16	2024-07-18 19:03:30	1	1	1	0
        4	2024-07-19 07:32:28	1	0	1	0
       14	2024-07-19 08:20:39	1	0	1	0
       16	2024-07-19 08:21:28	1	0	1	0
       21	2024-07-19 08:51:03	1	0	16	0
       12	2024-07-19 08:53:43	1	0	1	0
        6	2024-07-19 09:00:27	1	0	1	0
        2	2024-07-19 09:05:55	1	0	1	0
       15	2024-07-19 09:08:05	1	0	1	0
        7	2024-07-19 09:19:19	1	0	1	0
        5	2024-07-19 09:20:43	1	0	1	0
        8	2024-07-19 09:24:00	1	0	1	0
        9	2024-07-19 09:35:17	1	0	1	0
       18	2024-07-19 09:41:27	1	0	1	0
       24	2024-07-19 09:41:57	1	0	1	0
        1	2024-07-19 09:52:42	1	0	1	0
        3	2024-07-19 09:58:46	1	0	1	0
       23	2024-07-19 10:13:02	1	0	16	0
       23	2024-07-19 10:13:03	1	0	1	0
       16	2024-07-19 13:48:38	1	1	1	0
