
9	28/05/2024 09.16	0	16
9	28/05/2024 09.16	0	16
15	28/05/2024 09.19	0	1
1	28/05/2024 09.31	0	1
19	28/05/2024 10.08	0	1
14	28/05/2024 10.31	0	1
11	28/05/2024 11.23	0	1
13	28/05/2024 17.13	1	1
5	28/05/2024 17.52	1	1
8	28/05/2024 17.53	1	1
9	28/05/2024 18.02	1	16
9	28/05/2024 18.02	1	16
12	28/05/2024 18.08	1	16
12	28/05/2024 18.08	1	16
7	28/05/2024 18.17	1	1
11	28/05/2024 18.17	1	1
15	28/05/2024 18.17	1	1
6	28/05/2024 18.21	1	1
6	28/05/2024 18.21	1	1
14	28/05/2024 18.21	1	1
3	28/05/2024 18.21	1	1
16	28/05/2024 18.21	1	1
1	28/05/2024 18.32	1	1
19	28/05/2024 18.32	1	1
4	28/05/2024 20.37	1	1
14	29/05/2024 07.19	1	1
13	29/05/2024 07.37	1	1
16	29/05/2024 08.11	0	1
6	29/05/2024 08.33	0	1
4	29/05/2024 08.51	0	16
4	29/05/2024 08.51	0	1
3	29/05/2024 08.52	0	1
2	29/05/2024 08.58	0	1
1	29/05/2024 09.14	0	1
15	29/05/2024 09.17	0	1
5	29/05/2024 09.17	0	1
12	29/05/2024 09.25	0	1
12	29/05/2024 09.25	0	1
12	29/05/2024 09.25	0	1
12	29/05/2024 09.25	0	1
7	29/05/2024 09.29	0	1
9	29/05/2024 09.29	0	16
8	29/05/2024 09.31	0	1
11	29/05/2024 09.47	0	1
13	29/05/2024 17.09	0	1
16	29/05/2024 18.05	1	1
3	29/05/2024 18.05	1	1
2	29/05/2024 18.05	1	1
14	29/05/2024 18.05	1	1
6	29/05/2024 18.12	1	16
6	29/05/2024 18.12	1	16
6	29/05/2024 18.12	1	1
11	29/05/2024 18.13	1	1
7	29/05/2024 18.13	1	1
12	29/05/2024 18.13	1	1
15	29/05/2024 18.14	1	1
4	29/05/2024 18.14	1	1
1	29/05/2024 19.01	1	1
9	29/05/2024 19.06	1	16
9	29/05/2024 19.06	1	16
10	29/05/2024 19.06	1	1
14	30/05/2024 07.34	1	1
13	30/05/2024 07.37	1	1
4	30/05/2024 08.05	0	1
6	30/05/2024 08.21	0	1
16	30/05/2024 08.28	0	1
8	30/05/2024 09.02	0	1
3	30/05/2024 09.12	0	1
2	30/05/2024 09.14	0	1
5	30/05/2024 09.14	0	1
1	30/05/2024 09.17	0	1
15	30/05/2024 09.17	0	1
9	30/05/2024 09.21	0	16
9	30/05/2024 09.21	0	16
7	30/05/2024 09.31	0	1
11	30/05/2024 09.35	0	1
16	30/05/2024 13.13	1	1
10	30/05/2024 14.36	1	1
13	30/05/2024 17.07	1	1
7	30/05/2024 18.08	1	1
11	30/05/2024 18.09	1	1
15	30/05/2024 18.09	1	1
14	30/05/2024 18.09	1	1
4	30/05/2024 18.15	1	16
4	30/05/2024 18.15	1	16
2	30/05/2024 18.20	1	1
6	30/05/2024 18.20	1	1
3	30/05/2024 18.20	1	1
1	30/05/2024 18.21	1	1
9	30/05/2024 18.21	1	1
8	30/05/2024 18.56	1	1
10	30/05/2024 18.56	1	1
13	31/05/2024 06.51	1	1
16	31/05/2024 08.07	0	1
18	31/05/2024 08.17	0	1
6	31/05/2024 08.35	0	1
3	31/05/2024 08.52	0	1
2	31/05/2024 09.05	0	1
4	31/05/2024 09.17	0	1
15	31/05/2024 09.17	0	1
15	31/05/2024 09.17	0	1
7	31/05/2024 09.20	0	16
9	31/05/2024 09.30	0	1
8	31/05/2024 09.36	0	1
11	31/05/2024 09.36	0	1
1	31/05/2024 11.57	0	1
13	31/05/2024 16.57	0	1
2	31/05/2024 18.09	0	1
3	31/05/2024 18.12	0	1
3	31/05/2024 18.12	1	1
16	31/05/2024 18.12	1	1
6	31/05/2024 18.12	1	1
7	31/05/2024 18.22	1	16
9	31/05/2024 18.22	1	1
1	31/05/2024 18.22	1	1
4	31/05/2024 18.51	1	16
9	03/06/2024 07.36	1	1
9	03/06/2024 07.36	0	1
13	03/06/2024 07.48	0	1
14	03/06/2024 07.51	0	1
16	03/06/2024 07.52	0	1
6	03/06/2024 08.29	0	1
2	03/06/2024 08.56	0	1
3	03/06/2024 09.11	0	1
15	03/06/2024 09.11	0	1
18	03/06/2024 09.22	0	1
7	03/06/2024 09.29	0	1
12	03/06/2024 09.29	0	16
12	03/06/2024 09.29	0	1
1	03/06/2024 09.30	0	1
11	03/06/2024 09.37	0	1
23	03/06/2024 10.00	0	1
21	03/06/2024 10.00	0	1
21	03/06/2024 10.00	0	16
22	03/06/2024 10.00	0	1
19	03/06/2024 10.03	0	1
17	03/06/2024 10.05	0	1
4	03/06/2024 10.21	0	1
13	03/06/2024 17.02	0	1
18	03/06/2024 18.00	0	1
18	03/06/2024 18.00	0	1
6	03/06/2024 18.04	0	1
6	03/06/2024 18.04	0	16
6	03/06/2024 18.05	1	16
6	03/06/2024 18.05	1	16
2	03/06/2024 18.05	1	1
14	03/06/2024 18.05	1	1
23	03/06/2024 18.07	1	16
23	03/06/2024 18.07	1	16
22	03/06/2024 18.07	1	16
19	03/06/2024 18.10	1	1
12	03/06/2024 18.15	1	16
1	03/06/2024 18.18	1	1
5	03/06/2024 18.30	1	1
16	03/06/2024 18.30	1	1
11	03/06/2024 19.23	1	1
12	03/06/2024 19.23	1	1
9	03/06/2024 19.23	1	1
17	03/06/2024 19.34	1	1
7	03/06/2024 21.17	1	16
7	03/06/2024 21.17	1	16
15	03/06/2024 21.17	1	16
15	03/06/2024 21.17	1	1
4	03/06/2024 21.17	1	1
13	04/06/2024 07.31	1	1
16	04/06/2024 07.35	0	1
4	04/06/2024 07.41	0	1
14	04/06/2024 07.59	0	1
17	04/06/2024 08.22	0	1
23	04/06/2024 09.16	0	16
23	04/06/2024 09.16	0	16
8	04/06/2024 09.16	0	1
6	04/06/2024 09.16	0	1
9	04/06/2024 09.20	0	16
12	04/06/2024 09.21	0	16
12	04/06/2024 09.21	0	16
12	04/06/2024 09.21	0	16
12	04/06/2024 09.21	0	16
22	04/06/2024 09.35	0	1
19	04/06/2024 09.46	0	1
7	04/06/2024 09.56	0	1
1	04/06/2024 09.59	0	1
3	04/06/2024 11.32	0	1
21	04/06/2024 13.15	0	16
21	04/06/2024 13.15	0	16
21	04/06/2024 13.15	0	16
9	04/06/2024 16.45	1	1
9	04/06/2024 16.45	1	16
13	04/06/2024 17.02	1	1
17	04/06/2024 18.08	1	16
17	04/06/2024 18.08	1	16
17	04/06/2024 18.08	1	16
17	04/06/2024 18.09	1	1
14	04/06/2024 18.10	1	1
2	04/06/2024 18.10	1	1
6	04/06/2024 18.10	1	1
6	04/06/2024 18.10	1	1
14	04/06/2024 18.10	1	1
2	04/06/2024 18.10	1	1
18	04/06/2024 18.13	1	16
18	04/06/2024 18.13	1	1
21	04/06/2024 18.14	1	16
16	04/06/2024 18.19	1	1
3	04/06/2024 18.21	1	1
22	04/06/2024 18.21	1	1
23	04/06/2024 18.22	1	16
23	04/06/2024 18.22	1	16
4	04/06/2024 18.27	1	16
1	04/06/2024 18.37	1	1
8	04/06/2024 19.21	1	1
10	04/06/2024 19.21	1	1
13	05/06/2024 07.30	1	1
17	05/06/2024 07.59	1	1
16	05/06/2024 08.08	0	1
17	05/06/2024 08.08	0	1
14	05/06/2024 08.14	0	1
4	05/06/2024 08.21	0	1
6	05/06/2024 08.35	0	1
6	05/06/2024 08.35	0	16
2	05/06/2024 08.58	0	1
1	05/06/2024 09.33	0	1
10	05/06/2024 09.35	0	1
9	05/06/2024 09.57	0	16
21	05/06/2024 10.29	0	16
21	05/06/2024 10.29	0	16
3	05/06/2024 12.23	0	1
5	05/06/2024 13.26	0	1
